penalty,combo_size,feature_combo,n_features_filtered,cv_folds,low_max_fold,threshold_objective,c_by_fold,threshold_by_fold,c_mean,c_median,threshold_mean,threshold_median,threshold_min,threshold_max,inner_fn_mean,inner_fp_mean,inner_balanced_accuracy_mean,tn,fp,fn,tp,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,roc_auc,average_precision
l2,5,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 1.0, 0.01, 0.01]","[0.23077683926192327, 0.34723670992055344, 0.16138283849146762, 0.49062862205490587, 0.49220703482950423]",2.404,1.0,0.3444464089116709,0.34723670992055344,0.16138283849146762,0.49220703482950423,0.0,4.0,0.7214285714285713,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8111111111111111,0.8505050505050504
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 10.0, 1.0, 0.01]","[0.4891159314133162, 0.21289966339557997, 0.2586055868307975, 0.09155449819839179, 0.48533026770898746]",2.404,1.0,0.3075011895094146,0.2586055868307975,0.09155449819839179,0.4891159314133162,0.0,4.4,0.6946428571428571,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8111111111111111,0.847063492063492
l1,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 1.0, 10.0, 10.0]","[0.13999268310277568, 0.0013855855424365071, 0.35290541602006975, 0.0035402674538994594, 0.013345004645132108]",8.2,10.0,0.1022337913528627,0.013345004645132108,0.0013855855424365071,0.35290541602006975,0.0,3.6,0.7517857142857143,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.7999999999999999,0.8559829059829059
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 0.01, 10.0, 1.0, 0.01]","[0.411993491986814, 0.4888881149075833, 0.35758062155298564, 0.2168595073654881, 0.4851158146500393]",2.2239999999999998,0.1,0.39208751009258214,0.411993491986814,0.2168595073654881,0.4888881149075833,0.0,4.0,0.7267857142857144,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.788888888888889,0.8587044817927171
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 10.0, 0.01, 1.0]","[0.48632722966294495, 0.4903912995115921, 0.237459183964028, 0.4918292672601049, 0.2181762635532386]",2.206,0.01,0.38483664879038165,0.48632722966294495,0.2181762635532386,0.4918292672601049,0.0,5.0,0.6535714285714287,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.788888888888889,0.8457142857142856
l2,5,binding_dg_electrostatic_mean|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 1.0, 1.0, 10.0]","[0.4719067052887044, 0.4980460805143293, 0.3834014478925031, 0.21327485680092562, 0.0005259220453717184]",2.404,1.0,0.31343100250836675,0.3834014478925031,0.0005259220453717184,0.4980460805143293,0.0,5.0,0.6553571428571429,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.7444444444444445,0.8166161616161617
l2,2,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.01, 0.01, 0.01]","[0.09283111617226658, 0.4896802404368201, 0.4921309153397704, 0.49548481460405713, 0.48946887979168696]",2.008,0.01,0.41191919326892024,0.4896802404368201,0.09283111617226658,0.49548481460405713,0.0,4.2,0.7071428571428572,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.7222222222222222,0.7045526695526695
l1,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 1.0, 1.0, 1.0]","[0.10197450864567026, 0.000288863642854853, 0.2662743177642326, 0.1867724292774373, 0.15068384419680114]",4.6,1.0,0.14119879270539923,0.15068384419680114,0.000288863642854853,0.2662743177642326,0.0,4.6,0.6839285714285714,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.9888888888888888,0.9909090909090909
l1,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 10.0]","[0.23736528384026323, 0.0840391315908976, 0.09704935334295761, 0.07844914662311575, 0.007825955331093426]",4.6,1.0,0.10094577414566552,0.0840391315908976,0.007825955331093426,0.23736528384026323,0.0,4.4,0.6946428571428571,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.9222222222222223,0.9484848484848484
l2,3,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 1.0, 0.01, 10.0]","[0.4907509672807405, 0.16865608009257438, 0.38712830964808376, 0.4852424690935432, 0.19455511331765163]",4.204,1.0,0.34526658788651865,0.38712830964808376,0.16865608009257438,0.4907509672807405,0.0,4.2,0.7053571428571429,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.9111111111111112,0.9373737373737373
l1,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 10.0, 0.01, 1.0]","[0.027096506211761406, 0.23052540150154732, 0.24328821509376442, 0.5, 0.3756277332660455]",4.402,1.0,0.2753075712146237,0.24328821509376442,0.027096506211761406,0.5,0.0,3.8,0.7339285714285715,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.888888888888889,0.8973776223776224
l2,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 0.01]","[0.2574365411215177, 0.27955557704105605, 0.1316761025277674, 0.17807616016782568, 0.4906984211700717]",2.602,1.0,0.2674885604056477,0.2574365411215177,0.1316761025277674,0.4906984211700717,0.0,4.2,0.7089285714285715,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8888888888888888,0.9180555555555555
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 0.01, 10.0, 0.01, 10.0]","[0.4461161466160267, 0.4937695203323982, 0.17289657817653326, 0.4961041179551203, 0.022963856427242302]",4.023999999999999,0.1,0.3263700439014642,0.4461161466160267,0.022963856427242302,0.4961041179551203,0.0,3.4,0.7642857142857142,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8777777777777778,0.9064213564213564
l1,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 10.0, 10.0, 1.0]","[0.14866657893485968, 0.0028683142998984223, 0.1422483253757333, 0.006225933908540426, 0.10264911659229081]",6.4,10.0,0.08053165382226453,0.10264911659229081,0.0028683142998984223,0.14866657893485968,0.0,4.6,0.6839285714285714,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8555555555555556,0.8911643911643911
l2,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 0.01]","[0.24945940498596175, 0.2699559833887172, 0.1044363501184512, 0.31212257703138546, 0.4802265377976075]",2.602,1.0,0.28324017066442464,0.2699559833887172,0.1044363501184512,0.4802265377976075,0.0,4.6,0.6839285714285714,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8555555555555556,0.8841514041514041
l1,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 10.0]","[0.14248059516379474, 0.25119864148358895, 0.018092719040787575, 0.21740242278800181, 0.012488809433325865]",4.6,1.0,0.12833263758189978,0.14248059516379474,0.012488809433325865,0.25119864148358895,0.0,4.2,0.7071428571428571,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8555555555555555,0.9013235294117646
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 1.0, 0.01]","[0.35648807855669484, 0.27740198003988037, 0.3146250104025349, 0.18505457990559593, 0.48902870846537916]",0.8019999999999999,1.0,0.324519671474017,0.3146250104025349,0.18505457990559593,0.48902870846537916,0.0,4.2,0.7071428571428571,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.8222222222222222,0.8736796536796536
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL179_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 10.0, 10.0]","[0.28775349807225037, 0.3179545644089078, 0.4479505005473584, 0.09596513969568776, 0.00012590265860201733]",6.202,10.0,0.2299499210765613,0.28775349807225037,0.00012590265860201733,0.4479505005473584,0.0,4.2,0.7125,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7999999999999999,0.867803906619696
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 1.0]","[0.2710936632050448, 0.48894925654417976, 0.45455889178163156, 0.4928553372123451, 0.20330274234283852]",0.406,0.01,0.3821519782172079,0.45455889178163156,0.20330274234283852,0.4928553372123451,0.0,4.4,0.6928571428571428,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7777777777777778,0.8478513071895425
l1,5,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 1.0, 10.0]","[0.07921904850184935, 0.4164136811232939, 0.25756326943634744, 0.35273273633137225, 0.2685376198996843]",2.8,1.0,0.27489327105850947,0.2685376198996843,0.07921904850184935,0.4164136811232939,0.0,4.2,0.7053571428571429,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7777777777777778,0.8043253968253968
l2,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.1, 0.01, 1.0, 0.01]","[0.4896161202665382, 0.42148432319328855, 0.4889756561501364, 0.1696354063710379, 0.48291238522764035]",0.22600000000000003,0.01,0.41052477824172834,0.48291238522764035,0.1696354063710379,0.4896161202665382,0.0,5.0,0.6535714285714286,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7666666666666667,0.835108225108225
l2,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.01, 0.01, 0.1]","[0.044046926150243526, 0.48597198082700643, 0.49526433968985617, 0.482155656782818, 0.4054262244312954]",2.026,0.01,0.38257302557624395,0.482155656782818,0.044046926150243526,0.49526433968985617,0.0,5.0,0.65,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7666666666666667,0.7780555555555556
l2,5,ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 0.01, 0.01]","[0.4826718454424389, 0.13709280840062898, 0.4870723041384888, 0.48948144465484145, 0.48683326972138086]",2.008,0.01,0.41663033447155584,0.48683326972138086,0.13709280840062898,0.48948144465484145,0.0,4.6,0.6803571428571429,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7555555555555555,0.7665384615384615
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 0.01]","[0.04757184020015559, 0.2642238518398712, 0.4930136001737805, 0.4909851137760711, 0.49050087000251297]",0.40599999999999986,0.01,0.35725905519847834,0.49050087000251297,0.04757184020015559,0.4930136001737805,0.0,5.4,0.6214285714285714,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7333333333333334,0.7689421689421689
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 1.0, 0.01, 1.0, 0.01]","[0.35368168146491663, 0.3056227075594373, 0.4903282106576228, 0.25858311108451404, 0.47506425284575404]",0.42400000000000004,0.1,0.376655992722449,0.35368168146491663,0.25858311108451404,0.4903282106576228,0.0,4.6,0.6839285714285714,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7222222222222222,0.7200396825396825
l2,4,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 0.01, 0.1, 0.01]","[0.19683273105498988, 0.296930351293875, 0.4892573293298692, 0.43566684929209976, 0.486273490337072]",2.2239999999999998,0.1,0.3809921502615812,0.43566684929209976,0.19683273105498988,0.4892573293298692,0.0,4.6,0.6839285714285714,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7000000000000001,0.7258960402342755
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 0.01, 0.01, 0.01, 0.01]","[0.4521704595258059, 0.48916567589808224, 0.49278827001823355, 0.4898618581211994, 0.4911645148406317]",0.028000000000000004,0.01,0.4830301556807906,0.4898618581211994,0.4521704595258059,0.49278827001823355,0.0,3.6,0.7482142857142857,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7,0.7017957042957043
l2,3,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 1.0, 0.01]","[0.49066062628250195, 0.48764416610467587, 0.4974781966469669, 0.23566729498054761, 0.4882118605516699]",0.20800000000000002,0.01,0.4399324289132725,0.4882118605516699,0.23566729498054761,0.4974781966469669,0.0,4.6,0.6803571428571428,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.7,0.6744828700711054
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 10.0, 0.01, 0.01]","[0.19733829772715372, 0.48587474456805313, 0.27027070858632407, 0.4898473148097565, 0.4847208653183105]",2.206,0.01,0.38561038620191956,0.4847208653183105,0.19733829772715372,0.4898473148097565,0.0,5.8,0.5982142857142858,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.6888888888888889,0.7326132119514472
l2,5,ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 0.01, 1.0]","[0.4743363367471354, 0.30659227889861673, 0.4966462529447928, 0.49297016264046123, 0.35462744756276565]",0.406,0.01,0.42503449575875435,0.4743363367471354,0.30659227889861673,0.4966462529447928,0.0,4.6,0.6785714285714286,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.6777777777777778,0.7118379281537176
l2,4,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 10.0, 10.0]","[0.1951638972633376, 0.47704130411140055, 0.49011083740624517, 0.21833502728420573, 0.04571860342800593]",4.204,1.0,0.28527393389863903,0.21833502728420573,0.04571860342800593,0.49011083740624517,0.0,5.8,0.5982142857142857,4,5,0,10,0.7368421052631579,0.7222222222222222,0.7076923076923077,0.8333333333333333,0.7222222222222222,0.6666666666666667,0.6980411255411254
l1,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 1.0, 0.01]","[0.07625247797449686, 0.6072184153833635, 0.035057438322271595, 0.1948351891931297, 0.5]",6.202,10.0,0.28267270417465234,0.1948351891931297,0.035057438322271595,0.6072184153833635,0.0,3.6,0.7571428571428572,3,6,0,10,0.6842105263157895,0.6666666666666666,0.6346153846153846,0.8125,0.6666666666666666,0.9333333333333333,0.934469696969697
